keyword,score
ukázka charakteru,4.00
jinými motivy,4.00
postava muže,4.00
gotického ostění,4.00
av čr,4.00
charakterem výplně,4.00
přijat požadavek,4.00
změnu trasy,4.00
asfaltový povrch,4.00
rozhodli řešit,4.00
absolutních výškách,4.00
profilech pi,4.00
jámovitém objektu,4.00
profilech p5,4.00
ph dr,4.00
západních profilů,4.00
profily pi,4.00
hnědošedé barvy,4.00
2a cihlový,4.00
rezatými skvrnami,4.00
načervenalou spálenou,4.00
opukovou drtí,4.00
zrnky uhlíků,4.00
černého jílu,4.00
ojedinělými oblázky,4.00
zuhel- natělých,4.00
jasně rozlišitelná,4.00
manipulační plochu,4.00
relativně mladých,4.00
zřej zřeji,4.00
naše snaha,4.00
17b totéž,4.00
horizontu b,4.00
rezatým pískem,4.00
malými oblázky,4.00
opukové drti,4.00
hrudkami slinu,4.00
zrnky slínovce,4.00
rezavým pískem,4.00
černou hlinitou,4.00
32a černá,4.00
00m n,4.00
čist okresba,4.00
stavebním rumem,4.00
obsahující hrudky,4.00
elektrický kabel,4.00
žádoucím úspěchem,4.00
převážně recentní,4.00
naproti němu,4.00
těchto místech,4.00
realizace přípojky,4.00
učiněná dr,4.00
místě užívaném,4.00
šedohnědá hlína,4.00
3m -<,4.00
jebintek tcdebk,4.00
/2t< kopcz,4.00
zamek ^1c,4.00
<zl<x +,4.00
rekonstrukce divadla,4.00
naopak požadavek,4.00
celkový dojem,4.00
přístupu projektanta,4.00
podstatně příznivější,4.00
náklady investora,4.00
dle dohody,4.00
polabské muzeum,4.00
referát kultury,4.00
sekčních čar,4.00
nz dostupnost,4.00
vegetační pokryv,4.00
postavení hradu,4.00
existenci renesančních,4.00
jiných hrobů,4.00
kosti lidské,4.00
terénních situacích,4.00
časových souvislostí,4.00
největší význam,4.00
archeo archeoakci,4.00
takový účel,4.00
důležitá úloha,4.00
náležet písemným,4.00
jejích přílohách,4.00
listinným materiálem,4.00
nálezové okolnosti,4.00
in výzkumy,4.00
zm 13-14-12,4.00
dvě otázky/obr,4.00
budov předhradí,4.00
těsně vlevo,4.00
vstupního průjezdu,4.00
čtverhranným okoseným,4.00
překvapivě zjištěno,4.00
množstvím detailů,4.00
severovýchodním nároží,4.00
pozdní gotice,4.00
rané renesanci,4.00
křídlo dostavěno,4.00
dů důpamátce,4.00
přetínajícím komunikací,4.00
světle hnědožlutá,4.00
výpal redukční,4.00
ostřivo makroskopické,4.00
pracovní hypotézu,4.00
kresba j,4.00
pian 1/8/1,4.00
zm10 13-14-12,4.00
provedených výkopech,4.00
odbagrována celá,4.00
velkoplošné zásahy,4.00
areál sídliště,4.00
zjištěno zničení,4.00
divadelním sále,4.00
vybagrována jáma,4.00
divadelním sálu,4.00
vybagrované jámě,4.00
vůbec prvním,4.00
dalších profilech,4.00
současných narušeních,4.00
jejím průběhů,4.00
podzimních měsících,4.00
nepřítomnost referenta,4.00
nerespektováním dohod,4.00
zcela detailní,4.00
zcela zbytečnému,4.00
úniku informací,4.00
značně poklesla,4.00
kosti zv,4.00
dům zděný,4.00
železné předměty,4.00
8zo 1984-85,4.00
siql j,4.00
mvč h,4.00
pian 42/8/1,4.00
zm10 13-41-24,4.00
základní sondu,4.00
parkánovou hradbou,4.00
vyměřena kolmo,4.00
břitem nasedá,4.00
předběžně datované,4.00
vybírání kamene,4.00
podobě hradu,4.00
něj opírá,4.00
špicí břitu,4.00
zůstala ulička,4.00
přestavbou hradu,4.00
datování podporuje,4.00
vrstev souvisejících,4.00
touto etapou,4.00
současné podoby,4.00
jejím tělese,4.00
navíc dokládá,4.00
podstatně složitější,4.00
doposud předpokládalo,4.00
opravě hradu,4.00
předběžně rozdělit,4.00
j'ndřichův hradec,4.00
aru plzeň,4.00
povrchový sběr,4.00
pian x/-/2,4.00
zm10 33-12-04,4.00
pole sestupují,4.00
němu přiléhá,4.00
zdivu přisypány,4.00
objektu mladším,4.00
stavbou přístavby,4.00
doporučuji provést,4.00
polabském muzeu,4.00
nekompletní složku,4.00
výstav výstavdivadla,4.00
zámeckých nádvořích,4.00
neposlední řade,4.00
frontě předzámčí,4.00
diktováno jinými,4.00
odbornými požadavky,4.00
běžné• polohopisné,4.00
komparaci trasy,4.00
jakýmiloliv zásahy,4.00
zděných konstrukcí,4.00
dodavatelské firmy,4.00
památkových institucí,4.00
postup prací,4.00
úroveň rostlého,4.00
dle potřeby/,4.00
hlavní trasa,4.00
budově předzámčí,4.00
hlavní rýze,4.00
největší pravděpodobností,4.00
epu/velo h,4.00
nuceni odejit,4.00
bywiu ulwvw,4.00
širších souvislostech,4.00
rozebrání bloků,4.00
n/ mct,4.00
li u7p,4.00
* trdr*icc,4.00
mincovna svídnice,4.00
kruhu orlice,4.00
kruhu koruna,4.00
pražské groše,4.00
bílý peníz,4.00
několik kousků,4.00
jejichž úhrn,4.00
zcela nečitelný,4.00
poněkud viditelné,4.00
bo cechy,4.00
ulomenáo ax,4.00
kresby lva,4.00
perličkovém kruhu,4.00
viditelné písmeno,4.00
podací lístek,4.00
cena kč,4.00
podacičísk ia,4.00
29/15-82 č,4.00
písmena •,4.00
mincovním poli,4.00
vrstvou měděnky,4.00
zcela nečitelná,4.00
určitá pravděpodobnost,4.00
bezpečně prokázané,4.00
polovině rozlomena,4.00
místo nálezu,4.00
malý peníz,4.00
dvě tečky/,4.00
číslo nálezu,4.00
29/95*91 cechy,4.00
kruhový peníz,4.00
b měřeny,4.00
stanovena dodatečně,4.00
uváděn odkaz,4.00
číslo sáčku,4.00
kruhovitým vrásněním,4.00
2x dno,4.00
9x dno,4.00
režným povrchem,4.00
věčnou památku,4.00
rozkošné rovině,4.00
mile pobaví,4.00
starého hradu,4.00
tvarů vynikal,4.00
velká věže,4.00
rovnými frontami,4.00
svrchovaného pohodlí,4.00
milé paměti,4.00
bývalý přikop,4.00
skutkem nápomocni,4.00
rynku —býnská,4.00
štukovím obložená,4.00
mesea vcházi,4.00
jizdné urcené,4.00
půlkruhu sklenuté,4.00
pěkného obloženi,4.00
xobrazován býval,4.00
staré zámky,4.00
mansardovými střechami,4.00
dverich kancelářských,4.00
veskrze české,4.00
jedné řadě,4.00
hospoda řečená,4.00
mívají stavby,4.00
spičatým obloukem,4.00
půdě kolny,4.00
rozličnými závitky,4.00
vysoká místnost,4.00
zemí sestrojený,4.00
uherského drží,4.00
kruhu založená,4.00
jsouc spatná,4.00
ť hodiny,4.00
bývalém vězeni,4.00
legat fantini,4.00
niž stoji,4.00
vlaského mramoru,4.00
dost ľ,4.00
vlády královské,4.00
zlaté žebři,4.00
modrém štitě,4.00
loděnice padl,4.00
hroznatá arnoštic,4.00
tehdejších pamětech,4.00
pozdějším majestátu,4.00
vysvětlil odpor,4.00
zprávách letopiscův,4.00
vzal vilémovi,4.00
našem domnění,4.00
vilémovi patřily,4.00
dědictví připovídal,4.00
mnohými pány,4.00
množství svědků,4.00
neplnění smluv,4.00
stálým pokořováním,4.00
boji doháněje,4.00
purkrabí smil,4.00
nových hradů,4.00
ženným robotám,4.00
takové stesky,4.00
podlé regest,4.00
výtečný hospodář,4.00
popravcem poděbradským,4.00
judex provincialis,4.00
vysazenými cestami,4.00
kutné hory,4.00
těžce nesl,4.00
žalujíce naň,4.00
mikuláše písaře,4.00
mu žaloval,4.00
časem dávali,4.00
lepší popravili,4.00
dolování odříkal,4.00
užitky najal,4.00
spečetěná ujištění,4.00
trochu spokojil,4.00
mu nezbývalo,4.00
království odejiti,4.00
takovou výminku,4.00
službu konali,4.00
předepsanou zbraní,4.00
takovým službám,4.00
nějaký čas,4.00
vimberk navrátit,4.00
všemi platy,4.00
hory stříbrné,4.00
hradistko pisty,4.00
působení hynkova,4.00
tolik vime,4.00
otcovskou pozůstalost,4.00
neikrásnější ovoce,4.00
syna jiříka,4.00
létacími listy'haně,4.00
bájeno cosi,4.00
svrchu pověděli,4.00
ušlechtilé léno,4.00
mužským uděleny,4.00
synů neměl,4.00
archiv kapitolní,4.00
kh držela,4.00
mohi synům,4.00
otec zval,4.00
časem zemřel,4.00
polepšeni mravů,4.00
země české-,4.00
sboru kostnickému,4.00
podrobnostech pravdivá,4.00
mužnosti škodu,4.00
„viktoryn kunštat,4.00
pravý rek,4.00
cenekterou krajinu,4.00
poust obracil,4.00
go podébrad,4.00
stál bojuje,4.00
málem zabili,4.00
vojska českého,4.00
ohromných praků,4.00
hradu vypadal,4.00
seděli táboří,4.00
ně rána,4.00
jedni pravili,4.00
moci nepřátel,4.00
pán zemřel,4.00
den sv,4.00
poručník strýc,4.00
dědu říkávali,4.00
bitvy lipanské,4.00
zapsal mu,4.00
posledních válek,4.00
obléhání tábora,4.00
slovo vzat,4.00
podrobně rozepisovali,4.00
podrobné vypravování,4.00
dějin zemských,4.00
vystavěni mlýnu,4.00
dívkou šlechetnou,4.00
dobré činila,4.00
vychováni mládeže,4.00
vychováni vězňův,4.00
posla právního,4.00
krátký čas,4.00
chudých máti,4.00
věrnou družkou,4.00
vládě pomohl,4.00
starém městě,4.00
mladý vítěz,4.00
příštím sněmu,4.00
blázen mužík,4.00
propuštění menhartovo,4.00
nikdy onoho,4.00
nějaké tvrdosti,4.00
válka jednáním,4.00
mír protahovala,4.00
duši •,4.00
staří letop,4.00
ačkoli možnosť,4.00
starší letopiscové,4.00
rodiště hořovice,4.00
rozděleni bratří,4.00
těle sklíčený,4.00
těžkou nemoc,4.00
nastrojil jednoho,4.00
pa pasvých,4.00
čele vojska,4.00
vydání zemí,4.00
čech odcizených,4.00
ostatními podobojími,4.00
víře srovnávali,4.00
mikuláš biskupec,4.00
aspoň zajisté,4.00
posel papežův,4.00
pohrůžky přičinil,4.00
nešlechetně dotýkal,4.00
cti naší,4.00
té hodiny,4.00
trůnu království,4.00
kdežto vědomo,4.00
rady královy,4.00
nevyčtený prokurátor,4.00
dobré královo,4.00
provedení kompaktát,4.00
hrdlo propadl,4.00
kázeň bére,4.00
žádosť císařovu,4.00
ludvíka bavorského,4.00
vlády pánů,4.00
svobody obdržela,4.00
opatrovali brannými,4.00
branách vybírali,4.00
statcích řídili,4.00
vydali řížský,4.00
stáři letop,4.00
stál tam,4.00
nyni vystrkov,4.00
1m„ _,4.00
pátý den,4.00
hrabství kladské,4.00
cechách homoli,4.00
kunětickou horu,4.00
rozsáhlým panstvím,4.00
knížete hynka,4.00
vladislavovi postoupil,4.00
připsal mu,4.00
hynkovi vyrval,4.00
milosť královu,4.00
statku otcovském,4.00
dědici ukázali,4.00
lid králův,4.00
zámky pouštěli,4.00
služebníka přikázali,4.00
službě jezdili,4.00
kníže’ leže,4.00
smrtelném loži,4.00
svou víru,4.00
svou duši,4.00
olešnický •,4.00
kvaternu dd,4.00
vyplatiti lichtenburk,4.00
postupuje jemu,4.00
jimi vládl,4.00
zbožím havranským,4.00
knížeti jindřichovi,4.00
němu utíkajíce,4.00
následující způsob,4.00
liché právo,4.00
všechno právo,4.00
staroslavné dědictví,4.00
šlechetný vilém,4.00
sněmě shromážděných,4.00
knížeti dána,4.00
soudů zavázal,4.00
frankštein odvezena,4.00
desk zemských,4.00
zámky královské,4.00
červenci srotili,4.00
jichž jména,4.00
odpravení uznáni,4.00
dlouhá léta,4.00
panstvím poděbradským,4.00
trpělivost přecházela,4.00
převedla právo,4.00
bohatému pánu,4.00
hradištko zastavili,4.00
rybami užívali,4.00
mohou splaviti,4.00
překážky kolínských,4.00
prozatím ukázán,4.00
‘ manual,4.00
kutné hoře,4.00
manual kolínský,4.00
3x dno,4.00
plastickým dekorem,4.00
rezným povrchem,4.00
2x spodek,4.00
vyplněni vybíral,4.00
újezda hejmanem,4.00
bydliti nezdálo,4.00
dáno mu,4.00
pořádné spravování,4.00
„peníze sobě,4.00
tobolky sypal,4.00
truhlice neb,4.00
pravdivého přesvědčení,4.00
pouhého hubarství,4.00
černé zvěři,4.00
šest let,4.00
dvory opatroval,4.00
adamovi pojištění,4.00
šatův lehacích,4.00
trčka zemřel,4.00
poručníci dětí,4.00
stavěni mlýnu,4.00
adamem súčtováno,4.00
kašparem pluhem,4.00
adama vyplatili,4.00
namáhání albrechta,4.00
všemi svršky,4.00
prosbu poslů,4.00
dni převedl,4.00
krištof strupin,4.00
lesy opatroval,4.00
sobě pacholíka,4.00
neuměl psáti,4.00
sklepě purkrabském,4.00
bílém pokoji,4.00
věži tarasnici,4.00
stolu zvoniti,4.00
mošna kožená,4.00
odstoupení mikulášové,4.00
podě podědélati,4.00
koňmi obecními,4.00
stavbou začalo,4.00
spodek paláce,4.00
hradbami předhradí,4.00
ponízké stavení,4.00
umístění služebnictva,4.00
bra brasvým,4.00
svého příchodu,4.00
velké potíže,4.00
stě stěsi,4.00
mrazovitých časův,4.00
zdech dělají,4.00
dílo zastaviti,4.00
stavení nečasně,4.00
jednom místě,4.00
městě dům,4.00
kostele sv,4.00
bal balčišvice,4.00
dílům těm,4.00
sokoli chovali,4.00
bedlivé nahlédl,4.00
hi-f _,4.00
akta konsist,4.00
i3 i3,4.00
měsíc leden,4.00
veliké práci,4.00
mu nent,4.00
řemeslníky sečetli,4.00
budoucí ramaa*teaetne,4.00
mu posavadní,4.00
chrá chrávětším,4.00
dřeva udělaný,4.00
šindelem pobitý,4.00
ryb rybrozumí,4.00
vyhle vyhletoho,4.00
vilémovi spatřil,4.00
zeď dělati,4.00
zdí začíti,4.00
ko kopřeptal,4.00
pána odpuštěn,4.00
starší habartický,4.00
nástup nástupjeho,4.00
jednom úhlu,4.00
2- eharactr,4.00
svobod •,4.00
n •,4.00
rudolf if,4.00
pavel viktoryn,4.00
stavové dosadili,4.00
místodržitele poručeno,4.00
bitvě pobízeli,4.00
kordem dobytým,4.00
plece ťal,4.00
viděli kuchař,4.00
císařští poraženi,4.00
sasů opanovány,4.00
vesnických krčem,4.00
soli králům,4.00
jejímž čele,4.00
statkem smrkovským,4.00
společnost úroků,4.00
císařovnou alžbětou,4.00
důkladně opraven,4.00
pozlacená pořízena,4.00
karel vi,4.00
laskavé paměti,4.00
svobody městské,4.00
starých listů,4.00
karla moravce,4.00
josef jedlička,4.00
josef hiibner,4.00
zednický polír,4.00
výše čela,4.00
střízlivém slohu,4.00
dobytčí trh,4.00
všechny svobody,4.00
předešlých obdarováních,4.00
pramálo vynášely,4.00
královských panstvích,4.00
samostatně působil,4.00
vrchní řečený,4.00
věcem hospodářským,4.00
obročnictví zaměstnaní,4.00
řádní mužové,4.00
prospěchu pána,4.00
všichni sloužili,4.00
majíce sypat,4.00
poslové často,4.00
pich našpehuji,4.00
jedné chvíle,4.00
jel valentin,4.00
„z limburka,4.00
purkrabí poděbradským,4.00
lovcem královským,4.00
valentin jel,4.00
hony odmisiv,4.00
soused nymburský,4.00
rozprávěl mu,4.00
nějakou láhvici,4.00
pověz brožovi,4.00
dobré víno,4.00
víno vypil,4.00
rád přál,4.00
německy neuměl,4.00
hrdlo lžeš,4.00
ferdynand obrátiv,4.00
„woz ist,4.00
běžel tam,4.00
opozdil vzav,4.00
hanebně raněn,4.00
krev neušla,4.00
oznamuje příčinu,4.00
hlásní pověděli,4.00
„pane broži,4.00
šturmu udeřiti,4.00
některým rádním,4.00
„pane pukmistre,4.00
ted ferdynand,4.00
dostatečné ujistili,4.00
purkrabí hadroval,4.00
rdite slyšeti,4.00
žejest ferdynand,4.00
jakž prve,4.00
„pane br=ži,4.00
zavazek konšelský,4.00
soudě stál,4.00
„pane hospodáři,4.00
brzo vstal,4.00
nohu neupadl,4.00
někoho neutal,4.00
dobré zdání,4.00
poděbradsku dával,4.00
celém království,4.00
vytěžiti nemohlo,4.00
„chudý zeman,4.00
špatném dvoru,4.00
vytěží mnohem,4.00
sešlo přijmův,4.00
eště připlácela,4.00
dva hlásní,4.00
starší sladovník,4.00
dvoře předměstském,4.00
lidi potřebovalo,4.00
ječných krup,4.00
hovězího masa,4.00
křenu dosti,4.00
podrobností všelijakých,4.00
podrobný počet,4.00
maso koupené,4.00
vsí vařilo,4.00
každém varu,4.00
ió sudech,4.00
prodej krmilo,4.00
dvě vinice,4.00
vino obrodilo,4.00
štěpnice velká,4.00
pn niž,4.00
dvě chmelnice,4.00
řeka labe,4.00
dva mlýny,4.00
stupníku vycházelo,4.00
dvoje zasazení,4.00
řezání prken,4.00
kolo vodní,4.00
zvěři hlídal,4.00
opatroval oborník,4.00
málo žita,4.00
pšenice nejvíce,4.00
hodně ovsa,4.00
luk zvláštních,4.00
vrbové lhoty,4.00
odedávna manstm,4.00
službu konati,4.00
bývalý položeny,4.00
manském listě,4.00
’ velenicich,4.00
živili orbou,4.00
bývalých vrchností,4.00
dvou pivovářích,4.00
každého krámu,4.00
náklad králův,4.00
tíž řezníci,4.00
jednoho hovada,4.00
všichni forberečníci,4.00
fůře dřiví,4.00
všichni rybáři,4.00
trh nositi,4.00
jara stříž,4.00
všech bobrů,4.00
všech řídily,4.00
starodávnými zvyklostmi,4.00
úroční slepice,4.00
jinde dávali,4.00
pravidla nebylo,4.00
hřády složití,4.00
vinici svážeti,4.00
lov choditi,4.00
dělo bořící,4.00
pomezí česká,4.00
trati opravovati,4.00
kluku jabloně,4.00
habří voziti,4.00
mlýnu poděbradskému,4.00
statkem třebestovským,4.00
robotu vyplacovati,4.00
odváděli slepice,4.00
výraznou spongiosou,4.00
zakuřovaným povrchem,4.00
4x dno,4.00
obalený krustou,4.00
dvouuchého hrnce,4.00
zakuřova zakuřovapovrchem,4.00
promačkávanou lištou,4.00
zelená poleva,4.00
6x dno,4.00
zakurovaný povrch,4.00
záteky polevy,4.00
dochovaném uchu,4.00
hrotitým výběžkem,4.00
rozměrech 180x180x50,4.00
výšková úroveň,4.00
pásového kování,4.00
trojicí žlábků,4.00
zvířecí kosti,4.00
vo vožlábky,4.00
bělavém povrchu,4.00
haléř ludvíka,4.00
min mink,4.00
tmavá hlinitopísčitá,4.00
černá hlinitopísčitá,4.00
nehtovitým vrypem,4.00
zvířeti kosti,4.00
okenních terčíků,4.00
má důlek,4.00
páskovým uchem,4.00
zakurovaným povrchem,4.00
čelní stěny,4.00
tenobvodovou líštou,4.00
žluto žlutoplevou,4.00
ulita hlemýždě,4.00
černá hlinito-písčitá,4.00
horizontálními rýhami,4.00
lx dno,4.00
mosaznými prvky,4.00
8x dno,4.00
opuková drť,4.00
štítarský st,4.00
odsazeným dnem,4.00
hlazeným povrchem,4.00
oválnými vpichy,4.00
vnějším povrchu,4.00
lx meandr,4.00
svry- py,4.00
2x radýlko,4.00
vyvrtaným otvorem,4.00
anorganického barvivá,4.00
okusu psy,4.00
jižní obvod,4.00
poškozená podkova,4.00
zakurova zakurovapovrchem,4.00
svahu valu,4.00
dvou stěnách,4.00
úlomek lastury,4.00
hrudka mazanice,4.00
páskového ucha/obr,4.00
vzorky organické,4.00
slaměné rohože,4.00
metodický postup,4.00
kopie zápisů,4.00
šroubo- vicí,4.00
úlomek cihly,4.00
okenního terčíku,4.00
komorového slepen,4.00
řada vpichů,4.00
svazek vrstev,4.00
12x dno,4.00
víceobvodovými rýhami,4.00
počátek černohnědé,4.00
ferdinan ferdinani,4.00
jejími záteky/obr,4.00
2x horizont,4.00
severního předzámčí,4.00
nejméně vhodné,4.00
kulturních hodnot,4.00
roztepanou ploškou,4.00
polotovar přeslenu,4.00
hrnčířská čepel,4.00
llx okraj/obr,4.00
hnědočerná písčitojílovitá,4.00
pečlivě hlazeným,4.00
leštěným povrchem,4.00
černá hlinitá,4.00
hrot nebozezu,4.00
novo novo,4.00
dno misky,4.00
terčovitou hlavicí,4.00
dutým dříkem,4.00
závěsným očkem,4.00
zlom- cích,4.00
zakuro zakuropovrchem,4.00
2x důlky,4.00
123-+až 6/,4.00
hrnčířskou značkou,4.00
promačkávanou stěnou,4.00
dvou případech,4.00
skromné poznámky,4.00
archeologických nálezech,4.00
zámeckého areálu,4.00
popsané pozůstalosti,4.00
janu hellichovi,4.00
zá zánádvoří,4.00
dle záznamů,4.00
kalferst j,4.00
de facto,4.00
nedá hovořit,4.00
nutno uvést,4.00
jilovitá hnědočerná,4.00
čer čerpovrchem,4.00
zbytkem vypichované,4.00
kolkované výzdoby,4.00
tuhováním povrchu,4.00
zakurované keramiky,4.00
hnědozelená poleva,4.00
zakuro zakurokeramiky,4.00
radýlkovým pásem,4.00
zelenavým zbarvením,4.00
obsahem bronzoviny,4.00
7x dno,4.00
zátekem polevy,4.00
kn- žícími,4.00
mělkými liniemi,4.00
páskových uch,4.00
radýlkovaným pásem,4.00
lox dno,4.00
narušenou statikou,4.00
dle projektové,4.00
zastřešených prostorech,4.00
relativní hodnotou,4.00
hlavním vestibulem,4.00
plochou e,4.00
sv rohu,4.00
naze nazeskla,4.00
pís pís/obr,4.00
tvarovanou lištou,4.00
34x dno,4.00
vnitrní žlutou,4.00
tmavo tmavopolevou,4.00
nádob- kového,4.00
skvrnami polevy,4.00
lx majolika,4.00
koruny římsovitého,4.00
26x dno,4.00
zvířecí čelist,4.00
podo- krájí,4.00
bílou malbou,4.00
dvou zlomcích,4.00
5x dno,4.00
zakuřované keramiky,4.00
vybagrovaná hlína,4.00
hrdel lahví,4.00
vyraženou číslicí,4.00
kolkovaný ornament,4.00
vegetabilním dekorem,4.00
vzorky dřeva,4.00
profilovaných lišt,4.00
zakuřovaného povrchu,4.00
zvířecí kostí,4.00
plochým dříkem,4.00
střepem silným,4.00
nádobko- vých,4.00
hlavy /tab,4.00
arkádovým obloukem,4.00
nosných sloupů,4.00
horního prožlabení,4.00
královskou korunou/obr,4.00
době přípravy,4.00
sepisování předložené,4.00
čísly 184-185,4.00
archeologické předměty,4.00
základními údaji,4.00
den předávaly,4.00
základnímu ošetření,4.00
labora laboramuzea,4.00
terénních pracích,4.00
příslušnými specialisty,4.00
různých institucí,4.00
jiná muzea,4.00
základní orientaci,4.00
přiloženými popisy,4.00
kopiemi map,4.00
následujícím uspořádání,4.00
odpovídající zápisu,4.00
získání představy,4.00
mosaz žlutě,4.00
měď hnědočerveně,4.00
nálezových souvislostí,4.00
nalezených předmětech,4.00
slovní popisy,4.00
nemo nemobýt,4.00
příloh předkládané,4.00
vojenského mapování,4.00
% w3,4.00
su -/71%,4.00
e /55-66,4.00
~/ j,4.00
wrixfhih <,4.00
e chelr,4.00
y/4y$ *rma,4.00
feine cžnun,4.00
sterea arec,4.00
•/ tei,4.00
s- xqazniz,4.00
srovnávací data,4.00
pramenům historickým,4.00
hlavním konzultantem,4.00
metodickým poradcem,4.00
většinu měřičských,4.00
jana steklých,4.00
hlavní zásluhu,4.00
menší míře,4.00
krom dr,4.00
váchov- cem,4.00
2x tělo,3.99
lox tělo,3.99
9x tělo,3.99
4x tělo,3.99
22x tělo,3.99
14x tělo,3.99
7x tělo,3.99
23x tělo,3.99
27x tělo,3.99
16x tělo,3.99
6x tělo,3.99
5x tělo,3.99
3x tělo,3.99
llx tělo,3.99
lx tělo,3.99
20x tělo,3.99
30x tělo,3.99
8x tělo,3.99
35x tělo,3.99
70x tělo,3.99
82x tělo,3.99
47x tělo,3.99
48x tělo,3.99
93x tělo,3.99
26x tělo,3.99
24x tělo,3.99
13x tělo,3.99
ix dno,3.98
ix vpichy,3.98
ix prstování,3.98
ix vryp,3.98
ix ludvíka,3.98
ix dnou,3.98
ix spodek,3.98
ix důlky,3.98
ix lišta,3.98
ix dno/obr,3.98
ix tělo,3.97
a2 objekt,3.96
b1 objekt,3.96
b2 objekt,3.96
bl-2 objekt,3.96
bl/2 objekt,3.96
bi objekt,3.96
dl objekt,3.96
d2 objekt,3.96
b1/2 objekt,3.96
ai/2 objekt,3.96
jámovitý objekt,3.96
e objekt,3.96
křídla objekt,3.96
vnitřní příčce,3.96
vnitřní hnědavou,3.96
vnitřní tmavožlutou,3.96
vnitřní žlutou,3.96
vnitřní hnědožlutou,3.96
phd r,3.95
font r,3.95
narodil r,3.95
svobodu r,3.95
dobřenic r,3.95
jiři r,3.95
albrechtovi r,3.95
* r,3.95
mu r,3.95
zemřev r,3.95
hejtmanství r,3.95
vostalis r,3.95
sv r,3.95
jemuž r,3.95
purkrabími r,3.95
července r,3.95
začala r,3.95
vloženými r,3.95
r v%06*4,3.95
bílou polevou,3.95
světlehnědou polevou,3.95
hnědožlutou polevou,3.95
hnědozelenou polevou,3.95
hnědozelenavou polevou,3.95
zeleno-hnědou polevou,3.95
tmavožlutou polevou,3.95
hnědočervenou polevou,3.95
tmavozelenou polevou,3.95
polevou stěny,3.95
tmavohnědou polevou,3.95
plochou c,3.94
c -1,3.94
drobivá šedá,3.92
zjišťovacího průkopu,3.92
šedá suť’ovitá,3.92
šedá jílovatá,3.92
pravěkých nádob,3.92
různých nádob,3.92
režných nádob,3.92
kameninových nádob,3.92
3x okraj,3.91
5x okraj,3.91
2x okraj,3.91
7x okraj,3.91
4x okraj,3.91
lx okraj,3.91
=2x okraj,3.91
8x okraj,3.91
14x okraj,3.91
6x okraj,3.91
f popf22abi,3.91
c objekt,3.91
vnitřní polevou,3.91
ai objekt,3.91
vnitřní žlutohnědou,3.90
ix okraj,3.89
žlutohnědou polevou,3.89
východní straně,3.89
jižní straně,3.89
královských panství,3.89
straně pražské,3.89
panství poděbradskému,3.89
straně východočeské,3.89
pét panství,3.89
panství připsal,3.89
panství poděbradského,3.89
panství poděbradské,3.89
oboje panství,3.89
komorních panství,3.89
viz č,3.89
viz výše,3.89
homí čelisti,3.88
f objekt,3.87
východní část,3.86
3- kachle,3.86
malou částí,3.86
část hlavy,3.86
část deformované,3.86
dochovanou částí,3.86
část skoby,3.86
kořenu ucha,3.86
nádobkového kachle,3.86
j část,3.86
část podkovy,3.86
část žebra,3.86
část vrstev,3.86
páskového ucha,3.86
kořenem ucha,3.86
1x ústí,3.86
část steny,3.86
komorového kachle,3.86
část nože,3.86
6x ústí,3.86
