file,page_num,Clear,Trash,Noisy,Empty,Non-text
CTX197408817,91,0,41,4,0,50
CTX197408817,92,0,26,4,0,100
CTX197408817,93,0,23,7,0,29
CTX197408817,94,0,23,5,0,68
CTX197408817,95,0,26,2,0,30
CTX197408817,96,0,33,7,0,92
CTX197408817,97,0,25,10,0,96
CTX197408817,98,0,31,6,0,115
CTX197408817,99,0,39,6,0,90
CTX197408817,100,0,25,8,0,87
CTX197408817,101,0,31,2,0,42
CTX197408817,102,0,27,13,0,105
CTX197408817,103,0,30,8,0,94
CTX197408817,104,0,32,5,0,57
CTX197408817,105,0,36,8,0,118
CTX197408817,106,0,29,4,0,89
CTX197408817,107,0,30,7,0,54
CTX197408817,108,0,28,5,0,122
CTX197408817,109,0,24,7,0,53
CTX197408817,110,0,29,7,0,83
CTX197408817,111,0,19,0,0,24
CTX197408817,112,0,27,8,0,73
CTX197408817,113,0,20,6,0,49
CTX197408817,114,0,19,8,0,60
CTX197408817,115,0,35,4,0,37
CTX197408817,116,0,13,2,0,14
CTX197408817,117,0,58,0,0,204
CTX197408817,118,0,42,1,0,157
CTX197408817,119,2,24,7,0,121
CTX197408817,120,0,13,17,0,1
CTX197408817,121,0,16,14,0,1
CTX197408817,122,0,3,4,0,0
CTX197408817,123,0,23,22,0,11
CTX197408817,124,1,9,21,0,0
CTX197408817,125,1,9,20,0,0
CTX197408817,126,0,16,14,0,1
CTX197408817,127,0,12,17,0,1
CTX197408817,128,0,11,20,0,1
CTX197408817,129,1,14,15,0,1
CTX197408817,130,0,9,21,0,0
CTX197408817,131,0,6,5,0,2
CTX197408817,132,0,10,20,0,2
CTX197408817,133,0,9,8,0,0
CTX197408817,134,1,13,16,0,14
CTX197408817,135,0,14,18,0,1
CTX197408817,136,0,15,16,0,9
CTX197408817,137,0,8,11,0,1
CTX197408817,138,0,23,11,0,8
CTX197408817,139,0,10,20,0,13
CTX197408817,140,0,17,16,0,20
CTX197408817,141,0,13,18,0,14
CTX197408817,142,0,13,8,0,7
CTX197408817,143,0,12,10,0,10
CTX197408817,144,0,5,17,0,7
CTX197408817,145,0,7,16,0,12
CTX197408817,146,0,11,11,0,12
CTX197408817,147,0,10,11,0,17
CTX197408817,148,0,13,9,0,5
CTX197408817,149,0,13,9,0,11
CTX197408817,150,0,10,11,0,10
CTX197408817,151,0,14,7,0,9
CTX197408817,152,0,12,14,0,15
CTX197408817,153,0,13,9,0,16
CTX197408817,154,0,12,9,0,14
CTX197408817,155,0,9,15,0,16
CTX197408817,156,0,10,11,0,16
CTX197408817,157,0,11,12,0,11
CTX197408817,158,0,9,13,0,13
CTX197408817,159,0,13,13,0,8
CTX197408817,160,0,13,10,0,13
CTX197408817,161,0,18,11,0,14
CTX197408817,162,1,12,11,0,15
CTX197408817,163,0,14,10,0,10
CTX197408817,164,0,14,15,0,19
CTX197408817,165,0,4,5,0,9
CTX197408817,166,0,17,13,0,1
CTX197408817,167,0,17,15,0,6
CTX197408817,168,0,21,8,0,0
CTX197408817,169,0,10,19,0,2
CTX197408817,170,0,13,18,0,6
CTX197408817,171,0,25,18,0,16
CTX197408817,172,1,23,17,0,10
CTX197408817,173,0,28,12,0,22
CTX197408817,174,0,20,17,0,16
CTX197408817,175,0,17,16,0,3
CTX197408817,176,0,22,5,0,7
CTX197408817,177,1,18,9,0,5
CTX197408817,178,0,11,24,0,1
CTX197408817,179,0,9,24,0,2
CTX197408817,180,0,24,9,0,11
CTX197408817,181,0,22,11,0,6
CTX197408817,182,0,27,12,0,4
CTX197408817,183,0,24,8,0,3
CTX197408817,184,0,5,13,0,0
CTX197408817,185,0,37,5,0,38
CTX197408817,186,0,39,2,0,42
CTX197408817,187,0,40,1,0,40
CTX197408817,188,0,36,5,0,42
CTX197408817,189,0,3,0,0,1
CTX197408817,190,0,18,2,0,717
CTX197408817,191,0,16,1,0,469
CTX197408817,192,0,29,1,0,536
CTX197408817,193,0,9,0,0,194
CTX197408817,194,0,13,9,0,12
CTX197408817,195,0,8,10,0,2
CTX197408817,196,1,14,7,0,13
CTX197408817,197,1,11,21,0,8
CTX197408817,198,1,22,14,0,5
CTX197408817,199,0,14,24,0,10
CTX197408817,200,0,28,8,0,12
CTX197408817,201,0,22,12,0,9
CTX197408817,202,0,6,1,0,4
CTX197408817,203,1,10,19,0,7
CTX197408817,204,0,14,22,0,6
CTX197408817,205,1,22,10,0,4
CTX197408817,206,0,16,17,0,7
CTX197408817,207,0,7,22,0,4
CTX197408817,208,0,13,19,0,3
CTX197408817,209,0,18,19,0,6
CTX197408817,210,0,18,17,0,7
CTX197408817,211,0,17,18,0,6
CTX197408817,212,0,21,2,0,9
CTX197408817,213,0,18,3,0,17
CTX197408817,214,0,19,3,0,16
CTX197408817,215,0,25,4,0,7
CTX197408817,216,0,21,1,0,4
CTX197408817,217,0,23,4,0,13
CTX197408817,218,0,19,3,0,5
CTX197408817,219,0,24,2,0,5
CTX197408817,220,0,21,1,0,12
CTX197408817,221,0,22,4,0,4
CTX197408817,222,0,26,1,0,7
CTX197408817,223,0,23,3,0,4
CTX197408817,224,0,19,3,0,3
CTX197408817,225,0,25,2,0,5
CTX197408817,226,0,17,4,0,1
CTX197408817,227,0,22,3,0,11
CTX197408817,228,0,22,2,0,7
CTX197408817,229,0,22,2,0,14
CTX197408817,230,0,22,3,0,2
CTX197408817,231,0,22,1,0,14
CTX197408817,232,0,24,1,0,11
CTX197408817,233,0,17,1,0,13
CTX197408817,234,0,21,4,0,14
CTX197408817,235,0,13,2,0,2
CTX197408817,236,0,22,2,0,12
CTX197408817,237,0,17,2,0,11
CTX197408817,238,0,17,7,0,10
CTX197408817,239,0,5,1,0,1
CTX197408817,240,0,1,0,0,0
CTX197408817,241,1,51,13,0,921
CTX197408817,242,0,1,0,0,1
CTX197408817,243,0,58,4,0,1555
CTX197408817,244,0,1,0,0,1
CTX197408817,246,0,1,0,0,2
CTX197408817,248,0,1,0,0,1
CTX197408817,250,0,1,0,0,0
CTX197408817,251,0,19,4,0,513
CTX197408817,252,0,10,4,0,0
CTX197408817,253,0,10,4,0,1
CTX197408817,254,0,28,0,0,0
CTX197408817,255,0,11,7,0,8
CTX197408817,256,0,31,2,0,4
CTX197408817,257,0,10,9,0,0
CTX197408817,258,1,9,22,0,1
CTX197408817,259,0,5,5,0,2
CTX197408817,260,0,18,13,0,2
CTX197408817,261,0,11,20,0,1
CTX197408817,262,1,13,18,0,0
CTX197408817,263,0,19,12,0,0
CTX197408817,264,0,15,15,0,3
CTX197408817,265,0,16,16,0,1
CTX197408817,266,0,10,20,0,1
CTX197408817,267,0,3,10,0,0
CTX197408817,268,0,19,11,0,2
CTX197408817,269,0,18,13,0,0
CTX197408817,270,0,4,10,0,1
CTX197408817,271,0,16,14,0,7
CTX197408817,272,0,17,7,0,8
CTX197408817,273,0,21,11,0,5
CTX197408817,274,0,31,14,0,17
CTX197408817,275,0,19,13,0,5
CTX197408817,276,0,14,17,0,9
CTX197408817,277,0,22,11,0,3
CTX197408817,278,0,18,15,0,0
CTX197408817,279,0,25,8,0,6
CTX197408817,280,0,21,14,0,5
CTX197408817,281,0,22,4,0,7
CTX197408817,282,0,16,14,0,2
CTX197408817,283,0,25,5,0,6
CTX197408817,284,0,18,15,0,0
CTX197408817,285,0,20,13,0,1
CTX197408817,286,0,17,15,0,6
CTX197408817,287,0,14,15,0,7
CTX197408817,288,0,18,14,0,3
CTX197408817,289,0,5,2,0,2
CTX197408817,290,0,27,12,0,6
CTX197408817,291,0,4,8,0,0
CTX197408817,292,0,14,18,0,1
CTX197408817,293,0,12,17,0,0
CTX197408817,294,0,23,7,0,22
CTX197408817,295,0,18,15,0,18
CTX197408817,296,0,13,14,0,25
CTX197408817,297,1,16,12,0,15
CTX197408817,298,1,18,10,0,2
CTX197408817,300,0,0,0,0,1
CTX197408817,306,0,0,0,0,1
CTX197408817,307,0,0,0,0,2
CTX197408817,310,0,0,1,0,1
CTX197408817,311,0,0,0,0,1
CTX197408817,312,0,0,1,0,0
CTX197408817,313,0,0,0,0,1
CTX197408817,314,0,0,1,0,0
CTX197408817,315,0,0,1,0,0
CTX197408817,316,0,0,0,0,4
CTX197408817,317,0,0,1,0,0
CTX197408817,318,0,0,0,0,2
CTX197408817,319,0,0,0,0,2
CTX197408817,320,0,0,0,0,2
CTX197408817,321,0,0,1,0,0
CTX197408817,322,0,2,0,0,0
CTX197408817,324,0,0,0,0,2
CTX197408817,325,0,0,1,0,0
CTX197408817,326,0,0,1,0,0
CTX197408817,327,0,0,1,0,1
CTX197408817,328,0,1,0,0,1
CTX197408817,329,0,0,1,0,0
CTX197408817,331,0,0,1,0,0
