file,page_num,Clear,Trash,Noisy,Empty,Non-text
CTX196802433,205,0,2,0,0,0
CTX196802433,206,0,1,0,0,1
CTX196802433,207,0,2,0,0,1
CTX196802433,208,0,1,0,0,1
CTX196802433,209,0,1,0,0,1
CTX196802433,210,0,2,0,0,0
CTX196802433,211,0,1,0,0,1
CTX196802433,212,0,2,0,0,1
CTX196802433,213,0,7,0,0,0
CTX196802433,215,0,2,2,0,21
CTX196802433,216,0,0,0,0,2
CTX196802433,217,0,0,2,0,1
CTX196802433,218,0,6,5,0,42
CTX196802433,219,0,0,0,0,2
CTX196802433,220,0,0,0,0,1
